met	nar	plec	zamiesz	wiek	zwiaz	ksiaz	dem.p	dem.n	ak.n	ak.p	fzk	gt.t	gt.c	gtr	hdf	fwc	ssup	z	fzp	cai	ag.s	ag.w	h	fch	asi.b	asi.h	asi	pobyt_mes	delikatnosc	spraw_wspolnotowa	przebojowosc	czynnik_3elem	sprawczosc_bez_agresji
online	polska	kobieta	Polska	23	 	3	 	 	200	 	 	 	 	 	 	3,33333E+12	64	65	25	43	875	48	51	2	51	6	40	45	3,33333E+12	77	25	 	 
online	polska	m??czyzna	Polska	27	 	24	 	 	 	 	 	 	 	16	80	37	42	49	375	42	8	29	55	6	88	2	100	67	25	 	 	 	 
online	polska	kobieta	Polska	22	 	0	 	 	 	 	66	73	59	4,28571E+12	37	3,33333E+12	87	22	4	84	2	47	4	34	6,66667E+12	38	75	 	 	 	 	 	 
online	polska	m??czyzna	Polska	22	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	kobieta	Polska	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	m??czyzna	Polska	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	kobieta	Polska	22	 	1	5	 	 	 	 	 	 	 	15	 	6,66667E+12	5	38	25	37	375	32	2	24	4	27	8	54	4	35	6,66667E+12	88
online	polska	kobieta	Polska	21	 	2	57	 	 	 	 	 	 	 	11	 	6,66667E+12	6,66667E+12	84	5	32	25	22	59	8	15	2	70	6	51	61	6,66667E+12	85
online	polska	kobieta	Polska	22	 	100	 	 	100	 	 	 	 	 	 	6,66667E+12	6,66667E+12	65	25	49	40	4	30	4	81	41	6	83	3,33333E+12	92	 	 	 
online	polska	m??czyzna	Polska	28	 	100	 	 	140	 	 	 	 	 	 	6,66667E+12	6,66667E+12	57	625	43	31	2	83	68	8	23	99	75	 	 	 	 	 
online	polska	m??czyzna	Polska	24	 	0	74	 	 	200	 	 	 	 	4,28571E+13	61	50	36	5	42	25	50	625	51	2	42	6	56	6	47	6	46	3,33333E+12
online	polska	kobieta	Polska	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	m??czyzna	Polska	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	kobieta	Polska	24	 	0	51	 	 	450	 	 	 	 	5,71429E+12	83	6,66667E+12	5	41	25	47	375	84	72	2	75	2	45	8	69	6,66667E+12	85	 
online	polska	kobieta	Polska	22	 	8	 	 	50	 	 	 	 	 	 	7	66	74	5	28	4	38	6	83	8	40	6	35	56	 	 	 	 
online	polska	m??czyzna	Polska	22	 	100	 	 	50	 	 	 	 	 	 	52	28	55	5	21	6	2	6	93	6	73	49	3,33333E+12	87	75	 	 	 
online	polska	kobieta	Polska	34	 	 	 	400	 	 	 	 	 	72	 	55	71	75	83	22	2	15	4	93	4	52	8	53	100	5	75	28	75
online	polska	m??czyzna	Norwegia	34	 	73	 	 	500	82	8	83	5	74	6,66667E+12	3,33333E+12	51	 	 	100	12	85	6	58	8	53	3,33333E+12	100	7	75	27	5	57
online	polska	kobieta	Norwegia	32	 	1	7	 	 	200	60	75	63	67	3,33333E+12	79	3,33333E+12	 	12	11	40	6	50	4	53	93	5	 	 	 	 	 	 
online	polska	m??czyzna	Norwegia	33	 	0	34	 	 	200	61	75	53	16	3,33333E+12	51	60	5	58	75	 	 	46	4	54	55	4	55	6	52	6,66667E+12	57	 
online	polska	kobieta	Norwegia	28	 	100	 	 	30	100	55	4,28571E+12	48	6,66667E+12	70	49	40	2	92	58	6,66667E+12	86	5	40	47	57	75	26	77	5	52	4,28571E+12	62
online	polska	m??czyzna	Norwegia	37	 	 	 	 	 	 	 	17	5	34	1	6,66667E+12	67	5	100	 	 	2	1	8	80	4	62	6	38	3,33333E+12	75	1	38
online	polska	kobieta	Norwegia	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	m??czyzna	Norwegia	33	 	86	 	 	56	75	42	83	5	37	7	22	6,66667E+12	55	4	57	2	57	69	53	3,33333E+12	92	43	25	40	5	66	25	44
online	polska	kobieta	Polska	22	 	0	 	 	300	 	 	 	 	 	 	6,66667E+12	6,66667E+12	74	5	21	75	84	6	28	2	73	6	63	6	98	99	25	 
online	polska	m??czyzna	Polska	24	 	69	 	 	 	 	 	 	 	38	 	57	6,66667E+12	5	91	4	77	6	81	6	78	8	60	6,66667E+12	70	5	 	 	 
online	polska	kobieta	Polska	20	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	m??czyzna	Polska	24	 	 	 	369	 	 	 	 	 	7	 	7	6,66667E+13	375	82	2	24	2	76	4	68	6	39	3,33333E+12	83	5	 	 	 
online	polska	kobieta	Polska	25	 	2	95	 	 	 	 	 	 	 	61	 	41	87	75	21	2	28	4	63	8	63	2	51	6,66667E+12	83	 	 	 
online	polska	m??czyzna	Polska	27	 	98	10	 	 	 	 	 	 	 	 	3,33333E+12	6	80	5	58	25	84	4	33	6	63	2	68	4	52	75	75	 
online	polska	kobieta	Polska	22	 	0	49	 	 	100	 	 	 	 	5,71429E+12	100	39	36	5	67	75	20	8	13	2	70	8	48	4	50	89	75	 
online	polska	m??czyzna	Polska	23	 	2	81	 	 	500	 	 	 	 	8,57143E+12	100	3,33333E+12	5	80	75	63	625	28	1	2	94	8	65	6	55	6,66667E+12	100	 
online	polska	kobieta	Polska	22	 	79	 	 	500	 	 	 	 	 	 	3,33333E+12	43	5	42	75	24	4	4	8	66	6	65	6	71	79	 	 	 
online	polska	m??czyzna	Polska	26	 	15	 	 	100	 	 	 	 	 	 	3,33333E+12	45	65	75	24	2	18	2	69	4	63	6	48	78	25	 	 	 
online	polska	kobieta	Polska	23	 	2	32	 	 	 	 	 	 	 	29	 	35	67	45	75	50	75	34	8	33	6	66	8	51	4	73	6,66667E+12	67
online	polska	kobieta	Polska	24	 	2	100	 	 	 	 	 	 	 	8	 	6,66667E+12	6,66667E+12	42	93	25	55	34	27	8	46	4	37	4	25	73	25	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	64	 	 	2000	 	 	 	 	 	 	6,66667E+12	6,66667E+12	75	52	25	15	2	20	8	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	4	 	 	10000	 	 	 	 	 	 	10	87	11	2	80	75	4	68	6,66667E+12	63	25	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	26	 	 	250	 	 	 	 	 	 	6,66667E+12	7	32	875	40	6	12	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	2	 	 	200	 	 	 	 	 	 	21	6,66667E+12	27	5	58	4	53	4	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	49	 	 	 	 	 	 	 	14	 	43	3,33333E+12	69	75	33	21	4	8	8	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	60	 	 	300	 	 	 	 	 	 	3,33333E+12	6,66667E+12	57	5	39	375	64	2	57	6	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	100	 	 	2,00E-248	 	 	 	 	 	 	41	59	5	37	125	74	6	50	6	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	67	 	 	500	 	 	 	 	 	 	6,66667E+12	3,33333E+12	45	5	60	32	25	40	8	46	2	72	70	8	57	6,66667E+12	100	 
online	 	polska	kobieta	 	 	15	 	 	400	 	 	 	 	 	 	13	46	3	75	27	8	1	6	82	4	59	8	62	87	25	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	30	 	 	100	 	 	 	 	 	 	3,33333E+12	52	75	58	875	38	4	37	8	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	71	 	 	80	 	 	 	 	 	 	6,66667E+12	5	39	375	32	4	34	8	33	8	34	8	51	3,33333E+12	50	75	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	3,33333E+12	68	73	80	125	74	6	69	87	4	59	6	100	43	75	34	53
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	86	 	 	50	 	 	 	 	 	 	8	50	25	34	25	34	8	33	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	1	 	 	 	 	 	 	 	 	1,42857E+12	85	67	63	21	41	2	 	 	 	 	 	 	 	 	51	25	1	25
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	100	 	 	100	 	 	 	 	 	 	6,66667E+12	6,66667E+12	69	25	13	875	72	2	68	8	82	8	69	4	90	3,33333E+12	47	75
online	 	polska	kobieta	 	 	1	 	 	 	 	 	 	 	 	 	3,33333E+12	3,33333E+12	100	50	5	63	5	78	6	15	6	46	4	60	8	85	6,66667E+12	89
online	 	polska	kobieta	 	 	71	 	 	 	 	 	 	 	42	 	14	36	29	375	13	12	6	69	48	8	61	6,66667E+12	54	25	 	 	 	 
online	 	polska	kobieta	 	 	100	 	 	200	 	 	 	 	 	 	29	3,33333E+12	5	54	29	2	11	8	60	8	59	6	52	82	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	2	 	 	400	 	 	 	 	 	 	29	3,33333E+12	38	875	80	2	36	8	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	60	 	 	 	 	 	 	 	 	2,85714E+12	82	43	6,66667E+12	88	5	37	5	11	375	51	2	21	8	 	 	 	 	 
online	 	polska	kobieta	 	 	100	 	 	150	 	 	 	 	 	 	3,33333E+12	6,66667E+12	17	25	52	375	60	6	72	4	58	2	21	6	34	3,33333E+12	47	25
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	53	 	 	500	 	 	 	 	 	 	12	6,66667E+12	49	625	60	21	8	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	63	 	 	350	 	 	 	 	 	 	3,33333E+12	3,33333E+12	75	58	75	27	6	1	6	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	100	 	 	150	 	 	 	 	 	 	3,33333E+12	3,33333E+12	5	66	5	92	4	13	4	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	85	 	 	2000	 	 	 	 	 	 	38	3,33333E+12	5	69	625	19	8	43	64	2	71	72	3,33333E+12	57	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	99	 	 	300	 	 	 	 	 	 	6,66667E+12	71	30	27	25	77	8	33	71	4	79	8	37	51	25	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	72	 	 	2000	 	 	 	 	 	 	3,33333E+12	3,33333E+12	52	25	10	625	19	14	2	68	75	49	6,66667E+12	99	75	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	2	 	 	200	 	 	 	 	 	 	6,66667E+12	91	25	85	5	1	8	1	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	100	 	 	 	 	 	 	 	 	1,42857E+12	73	16	100	86	25	81	75	6	6	1	6	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	16	 	 	200	 	 	 	 	 	 	3,33333E+12	3,33333E+12	80	5	10	5	33	125	80	8	39	6	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	99	 	 	250000	 	 	 	 	 	 	26	55	75	1	875	1	8	2	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	100	 	 	1000	 	 	 	 	 	 	13	55	25	7	875	78	4	56	4	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	54	 	 	1600	 	 	 	 	 	 	37	6,66667E+12	875	79	2	76	2	51	4	72	8	66	6,66667E+12	39	 	 	 	 
online	 	polska	kobieta	 	 	2	 	 	 	 	 	 	 	 	4,28571E+13	94	43	25	21	875	100	33	2	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	92	 	 	 	 	 	 	 	 	8,57143E+12	92	6,66667E+12	75	26	875	46	8	23	2	81	4	78	48	72	5	18	75	46
online	 	polska	kobieta	 	 	100	 	 	350	 	 	 	 	 	 	3,33333E+12	57	37	39	2	33	8	75	8	69	4	55	3,33333E+12	73	 	 	 	 
online	 	polska	kobieta	 	 	100	 	 	200	 	 	 	 	 	 	6,66667E+12	57	25	59	125	4	4	15	4	62	8	74	2	67	6,66667E+12	75	25	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	100	 	 	500	 	 	 	 	 	 	62	60	86	25	21	2	2	2	 	 	 	 	 	 	 	 	19	75
online	 	polska	kobieta	 	 	93	 	 	500	 	 	 	 	 	 	53	62	5	34	5	62	875	69	2	53	8	67	8	69	6	71	3,33333E+12	94
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	62	 	 	1000	 	 	 	 	 	 	3,33333E+12	56	75	53	15	2	17	6	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	61	 	 	1	5,00E-198	 	 	 	 	4,28571E+12	73	22	89	25	31	375	79	4	13	6	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	57	 	 	300	 	 	 	 	 	 	6,66667E+12	77	40	25	30	81	4	93	2	58	2	40	8	63	3,33333E+12	100	4	75
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	20	 	 	150	 	 	 	 	 	 	3,33333E+12	6,66667E+12	41	27	20	2	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	84	 	 	500	 	 	 	 	 	 	6,66667E+12	52	5	69	21	6	1	2	63	6	61	8	59	96	5	14	25	54
online	 	polska	kobieta	 	 	15	 	 	30	 	 	 	 	 	 	24	61	47	75	56	4	36	4	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	100	 	 	500	 	 	 	 	 	 	14	55	125	29	38	6	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	92	 	 	200	 	 	 	 	 	 	6,66667E+12	51	25	38	75	56	4	20	2	 	 	 	 	 	 	 	 	5
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	79	 	 	450	 	 	 	 	 	 	31	35	5	69	70	4	23	4	79	2	46	6	86	6,66667E+12	78	75	5	39
online	 	polska	kobieta	 	 	8	 	 	500	 	 	 	 	 	 	6,66667E+12	37	89	25	81	25	5	4	1	8	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	92	 	 	30	 	 	 	 	 	 	3,33333E+12	33	75	50	625	2	2	1	8	 	 	 	 	 	 	 	 	8
online	 	polska	kobieta	 	 	100	 	 	100	 	 	 	 	 	 	3,33333E+12	3,33333E+12	8	25	625	87	25	8	56	59	8	83	38	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	43	 	 	300	 	 	 	 	 	 	1	28	5	19	75	56	4	41	6	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	3	 	 	700	 	 	 	 	 	 	6,66667E+12	43	875	13	2	2	90	6	58	54	6,66667E+12	94	75	 	 	 	 	 
online	 	polska	kobieta	 	 	52	 	 	120	 	 	 	 	 	 	38	68	5	19	25	45	75	63	2	33	2	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	52	 	 	350	 	 	 	 	 	 	6,66667E+12	3,33333E+12	88	5	81	75	73	68	2	16	8	61	2	43	2	36	6,66667E+12	89
online	 	polska	kobieta	 	 	7	 	 	 	 	 	 	 	 	8,57143E+12	83	6,66667E+12	39	45	25	72	67	62	6	48	71	60	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	13	 	 	 	 	 	 	 	 	4,28571E+12	70	6,66667E+12	67	71	75	75	375	59	6	51	6	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	3	 	 	 	 	 	 	 	 	8,57143E+12	95	6,66667E+12	51	5	46	25	45	125	52	34	6	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	100	 	 	300	 	 	 	 	 	 	6,66667E+12	100	65	125	86	4	16	42	8	60	6	66	6,66667E+12	32	11	75	42	5
online	 	polska	kobieta	 	 	15	 	 	200	 	 	 	 	 	 	6,66667E+12	3,33333E+12	18	75	43	375	29	8	14	2	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	 	98	 	 	300	 	 	 	 	 	 	43	69	5	59	25	42	2	15	6	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	0	100	 	 	70	 	 	 	 	 	22	35	5	86	25	81	62	2	70	4	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	1	1	 	 	1500	 	 	 	 	1,42857E+12	67	66	84	29	75	42	5	2	6	2	4	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	0	100	 	 	350	 	 	 	 	4,28571E+12	100	3,33333E+12	57	5	86	25	38	125	29	6	27	4	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	1	62	 	 	600	 	 	 	 	8,57143E+12	84	76	49	5	88	29	75	2	1	6	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	0	2	 	 	 	 	 	 	 	30	93	3,33333E+12	74	75	41	125	39	32	8	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	9	11	 	 	 	 	 	 	 	 	18	53	25	31	125	79	4	32	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	2	37	 	 	3000	 	 	 	 	 	3,33333E+12	71	33	75	61	625	51	2	46	6	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	0	28	 	 	20	 	 	 	 	7,14286E+12	60	6,66667E+12	5	25	5	42	625	72	8	53	8	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	0	96	 	 	50	 	 	 	 	8,57143E+12	64	62	55	59	30	 	 	 	 	 	 	 	 	6	25	72	79	75
online	 	polska	kobieta	 	0	0	47	 	 	 	 	 	 	 	29	 	34	5	43	75	49	375	50	6	22	4	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	0	50	 	 	500	 	 	 	 	5,71429E+12	79	30	3,33333E+12	69	36	75	34	125	36	6	40	4	 	 	 	 	 	 
online	 	polska	kobieta	 	0	0	40	 	 	 	 	 	 	 	84	 	6,66667E+12	3,33333E+12	71	74	75	40	125	12	8	9	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	2	32	 	 	 	 	 	 	 	38	 	39	28	25	75	25	12	8	9	6	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	1	0	 	 	400	 	 	 	 	8,57143E+13	40	54	22	55	5	33	8	72	4	 	 	 	 	 	 	 	 	 
online	 	polska	kobieta	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
